"popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","valence","music_genre"
56,0.335,0.8,0.559,0,0.148,-7.11,0.116,0.788,"Rock"
60,0.0958,0.772,0.632,0,0.119,-6.229,0.299,0.515,"Hip-Hop"
39,0.529,0.539,0.12,0.0592,0.109,-14.916,0.0322,0.289,"Blues"
52,0.104,0.838,0.472,0,0.172,-8.116,0.339,0.578,"Rap"
46,0.936,0.12,0.105,0.915,0.0668,-16.685,0.034,0.0472,"Classical"
37,0.51,0.372,0.244,0.00289,0.185,-20.191,0.153,0.289,"Blues"
17,0.84,0.421,0.467,0.00101,0.169,-9.083,0.0341,0.259,"Anime"
30,0.986,0.295,0.0184,0.794,0.1,-29.027,0.0475,0.0801,"Classical"
52,0.0197,0.657,0.721,5.09e-05,0.222,-12.324,0.0275,0.915,"Country"
38,0.486,0.705,0.44,0,0.113,-4.452,0.0254,0.453,"Country"
34,0.0282,0.493,0.67,0,0.19,-7.676,0.0291,0.53,"Country"
36,0.00101,0.546,0.981,0.853,0.082,-2.69,0.336,0.186,"Electronic"
64,0.00172,0.551,0.939,0.000239,0.109,-5.371,0.171,0.367,"Rock"
72,0.0577,0.255,0.393,0.00361,0.113,-10.654,0.0278,0.118,"Rock"
52,0.481,0.596,0.563,0,0.14,-9.547,0.354,0.586,"Rap"
38,0.103,0.472,0.889,0,0.0702,-4.653,0.0988,0.267,"Anime"
49,0.105,0.611,0.912,0,0.117,-6.775,0.0398,0.77,"Rock"
40,0.622,0.683,0.516,0.00657,0.249,-8.914,0.0332,0.962,"Jazz"
21,0.115,0.456,0.832,0.00902,0.342,-8.053,0.0344,0.964,"Blues"
56,0.0632,0.705,0.75,0,0.146,-4.558,0.0522,0.392,"Hip-Hop"
59,0.0639,0.612,0.865,0,0.0801,-4.277,0.0424,0.643,"Rock"
69,0.0213,0.588,0.494,7.2e-05,0.0966,-8.831,0.0536,0.291,"Rock"
41,0.0029,0.464,0.712,0.0044,0.0693,-5.703,0.0391,0.651,"Alternative"
51,0.134,0.591,0.856,8.18e-05,0.293,-4.928,0.0351,0.615,"Country"
54,0.00961,0.523,0.88,0.000828,0.329,-9.019,0.0402,0.553,"Rock"
54,0.183,0.85,0.547,0,0.242,-7.559,0.417,0.533,"Hip-Hop"
54,0.554,0.465,0.456,0,0.111,-6.603,0.0282,0.293,"Alternative"
43,0.151,0.573,0.378,0.564,0.153,-14.555,0.0396,0.45,"Jazz"
28,0.984,0.0695,0.0087,0.02,0.103,-35.457,0.0505,0.0323,"Classical"
50,0.00708,0.51,0.827,7.27e-05,0.191,-6.013,0.0419,0.338,"Rock"
32,0.577,0.78,0.734,0.000184,0.0966,-5.814,0.031,0.761,"Blues"
52,0.243,0.723,0.672,0.00373,0.299,-7.875,0.0356,0.958,"Blues"
61,0.4,0.578,0.528,0,0.149,-7.169,0.274,0.622,"Rap"
47,0.03,0.589,0.778,0.00501,0.0833,-6.317,0.0285,0.637,"Alternative"
38,0.00685,0.831,0.743,0,0.0555,-6.393,0.161,0.7,"Country"
56,0.0508,0.73,0.573,0.0472,0.062,-7.009,0.0375,0.6,"Alternative"
57,6.68e-05,0.448,0.974,0.000391,0.119,-2.919,0.12,0.224,"Rock"
61,0.222,0.529,0.518,0.00314,0.316,-7.689,0.197,0.356,"Hip-Hop"
57,0.204,0.8,0.749,0,0.113,-4.943,0.33,0.961,"Hip-Hop"
34,0.3,0.721,0.675,3.06e-05,0.104,-8.894,0.0314,0.856,"Electronic"
52,0.0315,0.779,0.712,0,0.353,-9.162,0.357,0.495,"Hip-Hop"
49,0.325,0.578,0.887,0,0.578,-5.543,0.278,0.373,"Hip-Hop"
29,0.519,0.631,0.474,0.00123,0.102,-6.666,0.0353,0.442,"Blues"
30,0.00834,0.776,0.783,0.0449,0.0377,-3.595,0.0374,0.943,"Electronic"
21,0.977,0.68,0.265,0.000129,0.11,-8.579,0.032,0.325,"Anime"
27,0.000405,0.349,0.852,0.0365,0.105,-3.988,0.0511,0.56,"Anime"
41,0.0713,0.404,0.947,0.000422,0.329,-5.073,0.0399,0.868,"Country"
52,0.0828,0.721,0.583,0,0.0958,-6.734,0.0585,0.237,"Hip-Hop"
33,0.99,0.489,0.00407,0.905,0.0806,-21.808,0.053,0.0389,"Classical"
69,0.501,0.834,0.496,3.07e-06,0.0449,-13.653,0.0597,0.944,"Rock"
54,2.75e-05,0.423,0.818,0.000338,0.407,-3.603,0.102,0.496,"Alternative"
41,0.023,0.548,0.511,0.00018,0.0965,-12.063,0.0774,0.804,"Blues"
54,0.155,0.656,0.741,4.31e-06,0.123,-6.711,0.265,0.301,"Hip-Hop"
43,0.937,0.377,0.0442,0.898,0.0956,-30.849,0.0423,0.237,"Jazz"
57,0.0134,0.821,0.71,0.000569,0.214,-5.092,0.0848,0.264,"Country"
64,0.0223,0.474,0.948,0,0.43,-2.592,0.122,0.611,"Rap"
46,0.783,0.498,0.237,0.000164,0.14,-14.447,0.0303,0.391,"Jazz"
23,0.995,0.391,0.00584,0.905,0.072,-31.873,0.0573,0.154,"Classical"
31,0.974,0.153,0.0459,0.71,0.114,-25.249,0.0434,0.0402,"Classical"
35,0.995,0.37,0.00402,0.92,0.0773,-36.333,0.0455,0.156,"Classical"
31,0.000117,0.471,0.831,0.525,0.235,-3.108,0.037,0.037,"Electronic"
56,0.392,0.826,0.426,1.67e-06,0.172,-9.426,0.238,0.316,"Rap"
61,0.52,0.382,0.36,0.171,0.0747,-12.442,0.0365,0.0362,"Rock"
24,0.891,0.532,0.484,0.78,0.108,-7.702,0.0251,0.228,"Electronic"
10,0.00268,0.495,0.72,0.933,0.263,-8.206,0.0376,0.963,"Anime"
16,0.005,0.52,0.875,0.0108,0.22,-2.095,0.0488,0.636,"Anime"
68,0.0451,0.592,0.701,0,0.327,-4.014,0.0858,0.282,"Hip-Hop"
12,3.5e-06,0.464,0.896,0.963,0.0788,-10.665,0.0332,0.372,"Anime"
28,0.154,0.47,0.968,3.68e-05,0.349,-5.052,0.0799,0.446,"Anime"
52,0.198,0.852,0.663,0,0.34,-5.994,0.357,0.474,"Country"
46,0.000449,0.4,0.792,0.0848,0.185,-4.118,0.0368,0.338,"Alternative"
73,0.0522,0.862,0.479,0.00126,0.589,-9.199,0.0646,0.925,"Hip-Hop"
65,0.158,0.589,0.665,0,0.0971,-6.752,0.0453,0.462,"Rock"
37,0.249,0.623,0.552,0.00175,0.193,-7.657,0.0727,0.789,"Blues"
30,0.00155,0.48,0.991,5.86e-05,0.312,-1.881,0.134,0.385,"Anime"
39,0.115,0.719,0.573,0,0.0531,-6.351,0.0398,0.754,"Country"
55,0.00608,0.675,0.559,9.73e-05,0.0843,-9.003,0.106,0.668,"Rap"
82,0.0338,0.896,0.515,0,0.317,-5.395,0.183,0.174,"Rap"
38,0.919,0.429,0.177,0.888,0.722,-22.902,0.0333,0.173,"Jazz"
58,0.209,0.488,0.398,0.0239,0.0852,-13.677,0.0463,0.357,"Rock"
33,0.487,0.676,0.654,3.68e-05,0.137,-5.706,0.0345,0.667,"Blues"
62,0.715,0.583,0.527,6.7e-06,0.154,-7.876,0.0733,0.395,"Rap"
58,0.0736,0.564,0.567,0,0.256,-7.607,0.382,0.508,"Hip-Hop"
49,0.174,0.846,0.384,0,0.0895,-5.943,0.132,0.42,"Alternative"
23,0.134,0.33,0.415,0.847,0.0999,-12.811,0.0478,0.0399,"Anime"
37,0.844,0.533,0.423,0.572,0.146,-13.553,0.0358,0.82,"Jazz"
42,0.345,0.789,0.676,0.0281,0.112,-8.124,0.0344,0.869,"Jazz"
0,0.995,0.47,0.032,0.917,0.108,-28.515,0.0405,0.108,"Classical"
59,0.0609,0.767,0.749,6.87e-06,0.709,-8.097,0.309,0.225,"Hip-Hop"
44,0.0327,0.516,0.86,0.000131,0.162,-5.856,0.0319,0.43,"Country"
24,0.995,0.369,0.00431,0.887,0.0746,-34.565,0.0562,0.124,"Classical"
37,0.901,0.741,0.368,0.0574,0.128,-13.326,0.0386,0.725,"Jazz"
51,0.019,0.557,0.586,0.187,0.156,-5.743,0.0268,0.569,"Blues"
36,0.47,0.422,0.289,0.839,0.0782,-13.669,0.0469,0.0392,"Classical"
42,0.00264,0.362,0.92,0.000834,0.0868,-5.217,0.155,0.169,"Alternative"
38,0.981,0.554,0.2,0.000115,0.161,-11.364,0.0336,0.432,"Blues"
43,0.605,0.546,0.265,0.0347,0.0672,-14.524,0.0411,0.435,"Blues"
45,0.136,0.626,0.947,0.78,0.209,-4.608,0.057,0.959,"Electronic"
67,0.174,0.772,0.605,0,0.329,-4.223,0.0579,0.425,"Hip-Hop"
61,0.054,0.737,0.443,0.00614,0.0673,-12.171,0.0331,0.815,"Country"
62,0.301,0.736,0.379,0.345,0.104,-13.208,0.0539,0.948,"Blues"
34,0.866,0.508,0.259,0.268,0.131,-12.908,0.0409,0.56,"Jazz"
14,0.11,0.419,0.639,0.381,0.0935,-10.783,0.0328,0.0626,"Anime"
24,0.00165,0.663,0.701,0.563,0.589,-4.264,0.0472,0.325,"Electronic"
53,0.0159,0.368,0.602,1.56e-05,0.117,-6.086,0.0379,0.429,"Blues"
71,0.538,0.404,0.43,0,0.0802,-12.327,0.224,0.641,"Rock"
60,0.182,0.902,0.675,0,0.12,-6.717,0.164,0.62,"Rap"
58,0.145,0.594,0.507,0.000871,0.132,-6.141,0.0816,0.137,"Rap"
56,0.0147,0.558,0.817,0.000102,0.384,-3.619,0.0481,0.429,"Alternative"
17,0.413,0.443,0.831,0.933,0.354,-7.924,0.0418,0.273,"Anime"
33,0.528,0.799,0.516,0.00382,0.136,-7.583,0.0342,0.653,"Blues"
33,0.879,0.411,0.193,0.889,0.0667,-17.017,0.0299,0.285,"Electronic"
67,0.428,0.793,0.488,0,0.0823,-5.807,0.0462,0.5,"Rap"
30,0.942,0.272,0.174,2.66e-06,0.195,-18.137,0.0396,0.525,"Classical"
36,0.32,0.462,0.572,1.84e-05,0.38,-8.704,0.0297,0.37,"Country"
59,0.912,0.388,0.176,0.000336,0.0977,-16.952,0.0299,0.342,"Rock"
33,0.0662,0.302,0.712,0.00301,0.134,-6.856,0.158,0.565,"Blues"
70,0.393,0.683,0.695,0.00124,0.124,-6.798,0.0574,0.406,"Rap"
61,0.994,0.583,0.0238,0.847,0.103,-32.244,0.0369,0.426,"Classical"
35,0.137,0.383,0.932,0,0.939,-7.024,0.407,0.837,"Blues"
89,0.00534,0.95,0.59,0,0.11,-6.508,0.29,0.219,"Rap"
36,9.82e-06,0.461,0.962,0.641,0.3,-5.603,0.0645,0.665,"Anime"
53,0.143,0.888,0.451,1.76e-05,0.0519,-9.552,0.186,0.3,"Rap"
58,0.926,0.446,0.22,0.912,0.11,-17.385,0.0362,0.227,"Jazz"
61,0.00539,0.681,0.616,0.00403,0.0635,-9.173,0.0366,0.121,"Electronic"
30,0.00181,0.594,0.873,0.000704,0.106,-3.633,0.212,0.385,"Electronic"
69,0.0184,0.865,0.751,0,0.0529,-8.363,0.304,0.851,"Rap"
20,0.0829,0.929,0.311,3.28e-06,0.0556,-14.4,0.197,0.773,"Blues"
38,0.16,0.481,0.678,0.00324,0.191,-9.609,0.0323,0.579,"Jazz"
65,0.0729,0.786,0.854,1.63e-06,0.179,-4.247,0.0523,0.687,"Rap"
38,0.15,0.705,0.522,0,0.107,-8.021,0.0296,0.411,"Country"
64,0.0158,0.579,0.778,0,0.101,-5.933,0.164,0.467,"Rock"
33,0.109,0.234,0.945,1.28e-06,0.246,-4.389,0.259,0.338,"Anime"
33,0.888,0.0678,0.224,0.533,0.111,-21.218,0.0413,0.0383,"Anime"
66,0.000332,0.519,0.86,2.24e-06,0.069,-3.846,0.0338,0.543,"Rock"
69,0.159,0.748,0.538,1.62e-06,0.167,-9.943,0.222,0.779,"Hip-Hop"
53,0.00308,0.723,0.644,0,0.352,-6.863,0.222,0.645,"Hip-Hop"
41,0.777,0.261,0.332,1.1e-05,0.389,-10.823,0.0411,0.189,"Jazz"
43,0.00272,0.643,0.85,0.00768,0.154,-4.838,0.029,0.332,"Country"
59,0.0273,0.579,0.705,0,0.0704,-4.911,0.0339,0.761,"Rock"
30,0.862,0.6,0.303,2e-04,0.109,-10.907,0.042,0.321,"Jazz"
35,0.000215,0.222,0.997,0.117,0.543,-4.503,0.111,0.14,"Alternative"
25,0.00773,0.53,0.896,0.00303,0.0833,-5.489,0.137,0.243,"Blues"
30,0.0215,0.627,0.958,0,0.309,-4.56,0.0497,0.592,"Anime"
24,0.988,0.518,0.00226,0.975,0.0692,-35.881,0.0925,0.275,"Classical"
16,0.089,0.473,0.7,0.317,0.125,-10.37,0.0779,0.134,"Anime"
59,0.0942,0.919,0.677,0,0.594,-8.642,0.254,0.875,"Rap"
51,0.0762,0.265,0.588,0.0113,0.128,-9.036,0.05,0.171,"Electronic"
57,0.0399,0.8,0.68,0,0.136,-5.361,0.0616,0.341,"Rap"
28,0.593,0.799,0.646,0.016,0.102,-9.123,0.0264,0.739,"Electronic"
70,0.0755,0.679,0.715,0,0.271,-6.383,0.0407,0.571,"Rock"
27,0.985,0.412,0.0273,0.954,0.118,-31.813,0.0384,0.289,"Classical"
24,0.531,0.394,0.371,0,0.104,-8.453,0.0316,0.243,"Blues"
34,0.338,0.68,0.542,0,0.127,-10.398,0.0336,0.5,"Blues"
71,0.579,0.749,0.476,0,0.1,-11.147,0.507,0.534,"Hip-Hop"
46,6.2e-05,0.336,0.986,0.000196,0.0471,-3.514,0.127,0.196,"Alternative"
27,0.571,0.846,0.304,0.157,0.102,-12.683,0.0536,0.962,"Blues"
64,0.0291,0.506,0.809,0.000234,0.0909,-5.754,0.0539,0.559,"Alternative"
40,0.00732,0.616,0.987,0.00681,0.314,-1.861,0.0679,0.764,"Anime"
38,0.00422,0.489,0.672,0.272,0.108,-10.34,0.0294,0.699,"Electronic"
44,0.606,0.311,0.463,2.15e-05,0.263,-10.838,0.0601,0.594,"Blues"
64,0.992,0.342,0.0314,0.906,0.0767,-25.319,0.0439,0.117,"Classical"
47,0.0144,0.454,0.932,3.85e-06,0.455,-4.14,0.0526,0.84,"Country"
51,0.16,0.47,0.794,0,0.0927,-5.784,0.0438,0.673,"Country"
76,0.276,0.69,0.729,5.08e-05,0.106,-5.08,0.372,0.478,"Rap"
27,0.000143,0.458,0.949,0,0.357,-2.425,0.138,0.554,"Anime"
54,0.111,0.803,0.519,0.129,0.107,-8.59,0.148,0.345,"Hip-Hop"
0,0.907,0.194,0.277,0.946,0.639,-16.215,0.0516,0.08,"Classical"
54,0.0303,0.849,0.703,0,0.0831,-7.069,0.193,0.405,"Alternative"
17,3.07e-06,0.391,0.675,0,0.108,-13.032,0.0523,0.573,"Anime"
31,0.226,0.681,0.654,1.73e-06,0.192,-6.344,0.202,0.358,"Electronic"
23,0.633,0.519,0.426,2.54e-05,0.111,-5.09,0.0346,0.338,"Anime"
53,0.00351,0.422,0.953,1.03e-06,0.575,-5.927,0.123,0.2,"Rock"
62,3.39e-05,0.438,0.73,0.553,0.0509,-7.105,0.0461,0.705,"Rock"
57,0.0405,0.722,0.488,3.28e-06,0.322,-7.547,0.398,0.661,"Rap"
33,0.01,0.702,0.923,0,0.116,-5.068,0.0423,0.728,"Jazz"
63,0.000467,0.617,0.704,1.33e-05,0.326,-6.835,0.0301,0.358,"Rock"
24,0.267,0.666,0.877,0,0.0888,-3.733,0.0376,0.497,"Anime"
47,0.992,0.204,0.167,0.779,0.107,-17.264,0.0389,0.0812,"Classical"
26,0.97,0.146,0.0665,0.957,0.128,-17.08,0.0373,0.0339,"Anime"
37,0.612,0.687,0.182,0.869,0.136,-14.25,0.326,0.793,"Jazz"
50,0.153,0.353,0.532,0,0.124,-5.318,0.0306,0.282,"Country"
49,0.00267,0.185,0.889,0.0981,0.291,-5.491,0.0743,0.331,"Alternative"
55,0.724,0.571,0.634,0,0.0864,-9.155,0.0537,0.805,"Jazz"
40,0.073,0.358,0.831,0,0.758,-5.047,0.462,0.536,"Country"
48,0.00159,0.518,0.972,2.92e-06,0.23,-4.161,0.0794,0.311,"Alternative"
17,0.296,0.447,0.488,3.33e-06,0.0718,-6.397,0.0424,0.614,"Anime"
53,8.2e-05,0.306,0.709,0.00452,0.101,-3.593,0.0375,0.0436,"Rap"
39,0.0741,0.425,0.442,0.489,0.373,-13.692,0.126,0.722,"Jazz"
52,0.0745,0.603,0.728,0,0.192,-4.491,0.363,0.514,"Hip-Hop"
51,0.555,0.705,0.21,0.88,0.111,-14.007,0.0288,0.474,"Electronic"
40,0.99,0.719,0.108,0.898,0.118,-19.451,0.0403,0.488,"Jazz"
54,0.162,0.293,0.887,0.00065,0.103,-4.629,0.0876,0.183,"Alternative"
54,0.00354,0.749,0.909,0,0.337,-2.808,0.074,0.393,"Rap"
33,0.241,0.475,0.591,0.000141,0.251,-13.896,0.0396,0.68,"Blues"
38,0.167,0.432,0.632,0,0.162,-5.141,0.0286,0.366,"Country"
51,0.0298,0.929,0.61,0,0.0958,-6.064,0.321,0.868,"Hip-Hop"
43,0.664,0.458,0.398,5.5e-06,0.0757,-11.821,0.0314,0.461,"Country"
62,0.0359,0.769,0.505,0.000106,0.107,-6.882,0.252,0.297,"Hip-Hop"
53,0.000217,0.545,0.921,0.0277,0.164,-3.881,0.126,0.146,"Electronic"
56,0.00123,0.456,0.86,0,0.154,-3.444,0.0403,0.387,"Alternative"
27,0.586,0.77,0.317,0,0.0529,-8.974,0.0359,0.82,"Blues"
55,0.459,0.657,0.69,0,0.122,-6.866,0.0298,0.573,"Rock"
59,0.0207,0.788,0.328,2.53e-06,0.118,-9.991,0.392,0.213,"Hip-Hop"
35,0.922,0.107,0.0404,0.927,0.105,-25.179,0.0433,0.0322,"Classical"
23,0.00178,0.552,0.899,9.1e-06,0.161,-4.592,0.0711,0.523,"Anime"
59,0.213,0.532,0.614,0.0173,0.109,-7.726,0.0875,0.638,"Rap"
51,0.377,0.672,0.673,0.0147,0.21,-13.863,0.0506,0.818,"Blues"
34,0.103,0.776,0.795,0.584,0.108,-7.548,0.162,0.45,"Blues"
47,0.224,0.896,0.457,1.47e-06,0.0832,-9.075,0.0777,0.921,"Alternative"
63,0.0261,0.47,0.978,1.09e-05,0.356,-5.399,0.0727,0.503,"Alternative"
47,0.143,0.629,0.938,0.0149,0.115,-3.293,0.0323,0.628,"Blues"
60,0.728,0.796,0.631,0.0022,0.151,-7.623,0.0479,0.684,"Alternative"
57,0.00712,0.862,0.523,0.00238,0.129,-6.851,0.378,0.172,"Rap"
56,0.0191,0.73,0.923,0,0.3,-3.323,0.258,0.659,"Hip-Hop"
55,0.0951,0.818,0.374,0.0139,0.217,-10.666,0.0459,0.457,"Rock"
47,0.00176,0.452,0.949,0,0.304,-2.967,0.0694,0.402,"Alternative"
38,0.0683,0.526,0.881,0,0.701,-3.829,0.059,0.873,"Country"
61,0.161,0.674,0.566,9.42e-06,0.349,-9.07,0.408,0.752,"Hip-Hop"
64,0.00272,0.235,0.86,0.0969,0.388,-2.842,0.0561,0.342,"Rock"
54,0.309,0.847,0.551,0.011,0.145,-9.335,0.0544,0.614,"Jazz"
58,0.343,0.867,0.79,0.0131,0.245,-5.424,0.0518,0.814,"Jazz"
38,0.906,0.478,0.255,0.899,0.0391,-17.796,0.0366,0.519,"Classical"
36,0.994,0.0836,0.0523,0.923,0.121,-31.793,0.0442,0.271,"Classical"
62,0.0453,0.574,0.937,0,0.242,-4.34,0.112,0.446,"Rock"
41,0.000775,0.805,0.669,0,0.0926,-9.772,0.269,0.681,"Hip-Hop"
42,0.407,0.403,0.412,0.365,0.107,-10.706,0.0295,0.307,"Country"
36,0.0713,0.511,0.897,6.53e-05,0.0858,-2.832,0.0362,0.829,"Country"
42,0.189,0.459,0.655,0.00078,0.0963,-7.502,0.031,0.395,"Country"
39,0.82,0.599,0.444,0.000474,0.122,-8.648,0.044,0.508,"Jazz"
26,0.029,0.741,0.931,0.000324,0.149,-6.028,0.187,0.155,"Electronic"
67,0.196,0.571,0.646,6.67e-05,0.0637,-6.286,0.0487,0.0725,"Rap"
52,0.115,0.788,0.463,0.857,0.096,-8.325,0.0495,0.672,"Electronic"
53,0.415,0.617,0.289,0.0197,0.105,-6.739,0.0362,0.37,"Country"
12,0.99,0.462,0.0332,0.85,0.127,-25.262,0.0714,0.123,"Anime"
69,0.245,0.42,0.33,0.000679,0.0677,-13.925,0.0275,0.175,"Alternative"
34,0.0972,0.794,0.768,0.0441,0.0831,-10.229,0.0424,0.962,"Country"
40,0.0957,0.392,0.755,2.74e-05,0.296,-3.838,0.045,0.367,"Country"
33,0.00715,0.669,0.859,0.00049,0.111,-4.345,0.194,0.474,"Electronic"
23,0.74,0.594,0.766,0.00147,0.102,-6.258,0.0281,0.804,"Blues"
17,0.00149,0.551,0.957,0.458,0.28,-4.215,0.0588,0.687,"Anime"
35,0.0193,0.537,0.746,3.97e-06,0.0841,-5.095,0.0399,0.626,"Country"
54,0.0309,0.457,0.93,6.27e-05,0.135,-4.544,0.0673,0.294,"Alternative"
61,0.178,0.743,0.731,0,0.0876,-3.417,0.379,0.243,"Hip-Hop"
61,0.058,0.627,0.837,0.000567,0.328,-7.162,0.36,0.504,"Hip-Hop"
47,0.684,0.678,0.393,0.000271,0.322,-9.495,0.0459,0.624,"Jazz"
45,0.66,0.322,0.53,1.17e-06,0.335,-7.241,0.0301,0.196,"Alternative"
75,0.0399,0.823,0.563,0,0.0851,-5.095,0.0443,0.682,"Rap"
54,0.0406,0.493,0.547,0.0054,0.112,-7.189,0.0682,0.054,"Rap"
55,0.342,0.542,0.346,0,0.283,-6.598,0.0296,0.173,"Country"
53,0.973,0.107,0.289,0.934,0.0812,-16.15,0.0337,0.0364,"Rock"
83,0.00586,0.888,0.74,0,0.218,-5.363,0.238,0.664,"Rap"
24,0.0247,0.413,0.875,0.000112,0.0988,-4.513,0.082,0.793,"Anime"
45,0.634,0.649,0.623,0,0.0802,-6.038,0.0603,0.263,"Country"
29,0.00857,0.643,0.966,0.00331,0.255,-3.902,0.0442,0.912,"Anime"
49,0.734,0.531,0.549,0,0.715,-9.949,0.324,0.308,"Rap"
32,0.638,0.651,0.279,0.885,0.0679,-14.753,0.0287,0.332,"Electronic"
36,0.0228,0.637,0.948,0.782,0.42,-6.362,0.119,0.282,"Blues"
53,0.518,0.476,0.361,0,0.0817,-9.312,0.0287,0.389,"Country"
25,0.399,0.49,0.494,0,0.163,-6.32,0.0257,0.255,"Anime"
48,0.0553,0.763,0.758,0.912,0.798,-6.649,0.0403,0.789,"Jazz"
33,0.0258,0.685,0.799,0.233,0.704,-10.435,0.0499,0.624,"Electronic"
54,0.00171,0.222,0.938,0.0845,0.108,-6.91,0.375,0.329,"Rock"
31,0.0242,0.279,0.98,0.00127,0.324,-5.259,0.173,0.273,"Blues"
42,0.0797,0.83,0.768,0,0.139,-3.552,0.229,0.573,"Electronic"
51,0.701,0.599,0.396,0.82,0.11,-8.519,0.138,0.691,"Alternative"
39,0.0382,0.567,0.862,0.000162,0.0973,-5.887,0.0452,0.661,"Country"
59,0.895,0.488,0.172,3.52e-05,0.0753,-14.264,0.0372,0.362,"Rock"
75,0.384,0.736,0.515,4.31e-06,0.113,-7.739,0.163,0.421,"Hip-Hop"
52,0.0313,0.723,0.837,0,0.265,-5.061,0.118,0.66,"Hip-Hop"
30,0.0772,0.469,0.547,0.463,0.136,-4.96,0.275,0.0638,"Electronic"
21,0.0481,0.479,0.94,0,0.137,-2.41,0.116,0.522,"Anime"
31,0.00359,0.654,0.71,0.884,0.101,-10.315,0.0421,0.695,"Jazz"
68,0.343,0.651,0.671,0,0.119,-8.183,0.27,0.161,"Rap"
60,0.107,0.733,0.521,0,0.0692,-3.657,0.0457,0.525,"Hip-Hop"
46,0.913,0.532,0.112,0.439,0.284,-18.836,0.0279,0.391,"Jazz"
23,0.000231,0.497,0.967,0.792,0.394,-8.167,0.149,0.569,"Anime"
71,0.0801,0.635,0.675,0,0.0831,-3.445,0.0263,0.273,"Rock"
53,0.105,0.743,0.705,0,0.224,-4.803,0.0431,0.965,"Country"
57,0.94,0.415,0.132,0.137,0.113,-18.839,0.0353,0.122,"Rock"
51,0.000711,0.453,0.888,0,0.33,-4.897,0.0507,0.275,"Alternative"
28,0.995,0.494,0.0264,0.895,0.0861,-31.373,0.0303,0.223,"Anime"
63,0.0127,0.601,0.852,7.27e-05,0.0877,-5.097,0.0582,0.465,"Rock"
56,0.0158,0.464,0.368,0.022,0.282,-12.529,0.0335,0.111,"Jazz"
50,0.0042,0.445,0.847,0.0875,0.207,-6.632,0.0435,0.448,"Blues"
55,0.0121,0.852,0.694,0,0.126,-6.765,0.0653,0.789,"Hip-Hop"
57,0.74,0.509,0.508,0.305,0.0979,-11.33,0.0319,0.366,"Alternative"
0,0.991,0.248,0.0445,0.849,0.0947,-34.523,0.0457,0.398,"Classical"
55,0.0762,0.698,0.747,3.51e-06,0.102,-4.202,0.0612,0.663,"Rap"
71,0.000423,0.278,0.676,0.000899,0.136,-8.821,0.0371,0.494,"Alternative"
14,0.891,0.259,0.392,0.97,0.101,-15.466,0.0445,0.054,"Anime"
17,0.954,0.745,0.117,0.00331,0.128,-14.264,0.0446,0.536,"Anime"
58,1.2e-05,0.559,0.868,0.00394,0.0418,-4.738,0.0475,0.684,"Rap"
78,0.371,0.558,0.559,7.49e-06,0.109,-9.222,0.0959,0.62,"Hip-Hop"
31,0.0168,0.835,0.755,0.734,0.366,-4.751,0.0854,0.193,"Electronic"
55,0.19,0.707,0.556,0.0159,0.388,-10.101,0.0303,0.746,"Country"
62,0.274,0.678,0.794,1.68e-06,0.124,-6.186,0.14,0.54,"Rap"
48,0.275,0.723,0.938,3.07e-06,0.217,-1.149,0.188,0.865,"Blues"
11,0.98,0.422,0.186,0.824,0.0997,-20.039,0.0553,0.312,"Classical"
24,0.962,0.239,0.422,0.638,0.22,-9.646,0.0348,0.0789,"Anime"
48,0.901,0.182,0.107,0.898,0.0983,-21.873,0.0385,0.039,"Classical"
60,0.0884,0.564,0.738,0,0.148,-7.92,0.211,0.383,"Rap"
50,0.000991,0.528,0.799,0,0.12,-4.569,0.0326,0.515,"Alternative"
39,0.452,0.646,0.455,0,0.113,-9.813,0.0246,0.369,"Country"
56,0.0308,0.523,0.762,0,0.0675,-8.669,0.0346,0.881,"Rock"
20,0.0329,0.626,0.882,7.43e-06,0.164,-6.109,0.0809,0.643,"Anime"
62,0.0869,0.676,0.703,0.000687,0.0463,-5.815,0.0302,0.852,"Hip-Hop"
34,0.348,0.571,0.937,0.0062,0.356,-4.661,0.116,0.62,"Blues"
50,0.245,0.501,0.723,0.00306,0.156,-6.053,0.0355,0.489,"Rock"
53,0.0934,0.842,0.772,0,0.284,-8.278,0.0883,0.831,"Hip-Hop"
41,0.485,0.627,0.844,0,0.181,-4.428,0.0483,0.918,"Jazz"
52,0.0841,0.776,0.908,0,0.275,-3.835,0.358,0.449,"Hip-Hop"
45,0.00109,0.45,0.951,1.12e-05,0.185,-4.288,0.0399,0.784,"Alternative"
74,0.402,0.514,0.506,2.56e-05,0.191,-7.095,0.28,0.312,"Rap"
74,0.00403,0.609,0.807,5.42e-06,0.0926,-7.221,0.0972,0.492,"Country"
54,0.0474,0.559,0.876,0,0.0734,-6.479,0.0495,0.4,"Rock"
69,0.314,0.704,0.517,6.36e-06,0.174,-7.999,0.312,0.443,"Rap"
32,0.838,0.534,0.504,0.194,0.379,-9.662,0.0383,0.81,"Jazz"
32,0.0102,0.505,0.981,8.88e-06,0.537,-6.238,0.227,0.285,"Classical"
59,0.083,0.428,0.78,0,0.115,-3.472,0.0373,0.431,"Country"
32,0.991,0.503,0.159,0.884,0.16,-15.5,0.0509,0.513,"Jazz"
