Date,TurtleID,SiteName,TurtleSpecies,Day,Time,Recapture,Status,CaptureComment,Latitude,Longitude,Datum,LocationDescription,InsideSite,StudySite,CaptureMethod,Temp,SkyIndex,Weather,DaysSinceLastRain,EyeColor,LifeStage,Sex,Annuli,Mass,PhotoTaken,StraightlineCL,MaxCW,PL_AnteriortoHinge,PL_HingetoPosterior,Total_PL,ShellHeightatHinge,Habitat,Selected_InjuriesorDefects,InjuriesorDefects Notes,Selected_IllnessorHeatlth_Issues,IllnessorHealth_Issues_Notes,SelectedParasites,ParasitesNotes,Notes
4/23/2016,CHK,Piedmont Wildlife Center,TERCAR,Sat,9:00:00,N,Alive,during BioBlitz,35.91821,-78.97923,WGS84,Hermit Pond,Y,Gamelands,3,64,2,1,0,other (N/A),Adult,Unknown,11,400,Y,122.48,89.77,47.96,71.35,119.31,60.25,field/forest edge (within 6m of boundry),Crushed or damaged carapace,possibly mowed over,None detected,NA,None detected,NA,NA
4/27/2016,ABL,Piedmont Wildlife Center,TERCAR,Wed,10:00:00,Y,Alive,NA,35.91873,-78.98447,WGS84,NA,Y,Leigh Farm,1,73,0,1,3,pale red,Adult,Male,18,410,Y,130.7,101.79,49.57,74.29,123.86,57.56,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,active
5/11/2016,BLO,Piedmont Wildlife Center,TERCAR,Wed,12:15:00,Y,Alive,NA,35.91984,-78.9813,WGS84,gravel trail behind apartments,Y,Gamelands,4,81,3,1,1,brown,Adult,Female,21,355,N,112.85,95.14,47.91,70.61,118.52,59.97,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
6/6/2016,LMP,Piedmont Wildlife Center,TERCAR,Mon,16:30:00,N,Alive,NA,35.92269,-78.98169,WGS84,on the path to Edgar's enclosure,Y,Leigh Farm,4,78,1,1,0,brown,Adult,Female,15,445,Y,120.5,97.53,51.53,74,125.53,60.66,other,"Missing digits, and/or limbs",missing most of tail,None detected,NA,None detected,NA,"very active, feisty; caudal scutes were worn down/hard to differentiate between"
6/15/2016,CHO,Piedmont Wildlife Center,TERCAR,Wed,14:46:00,Y,Alive,projectile peed on Debbie,35.92208,-78.98161,WGS84,mixed forest edge by owl enclosures,Y,Leigh Farm,5,90,2,1,8,pale red,Adult,Female,20,500,Y,139.14,99.82,49.75,75.12,124.87,72.31,field/forest edge (within 6m of boundry),Crushed or damaged carapace,anterior carapace slightly chipped,None detected,NA,None detected,NA,NA
6/15/2016,AOW,Piedmont Wildlife Center,TERCAR,Wed,15:21:00,Y,Alive,under log,35.92181,-78.98283,WGS84,near start of trail to owls,Y,Leigh Farm,5,90,2,1,8,bright red,Adult,Male,20,365,Y,118.17,96.01,48.35,68.74,117.09,57.84,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
6/16/2016,OPQ,Piedmont Wildlife Center,TERCAR,Thu,14:28:00,Y,Alive,NA,35.92266,-78.98224,WGS84,woods behind chicken coop,Y,Leigh Farm,5,89,1,1,0,pale red,Adult,Female,16,405,Y,121.63,105.03,47.37,74.28,121.65,57.53,field/forest edge (within 6m of boundry),Crushed or damaged carapace,probably chewed on,None detected,NA,None detected,NA,NA
6/22/2016,ABP,Piedmont Wildlife Center,TERCAR,Wed,11:27:00,Y,Alive,NA,35.92166,-78.98294,WGS84,near carriage house,Y,Leigh Farm,5,92.2,1,1,7,pale red,Adult,Female,18,455,Y,125.08,102.2,47.18,77.38,124.56,64.58,field/forest edge (within 6m of boundry),"Missing digits, and/or limbs",missing leg,None detected,NA,None detected,NA,NA
6/23/2016,ABJ,Piedmont Wildlife Center,TERCAR,Thu,13:45:00,Y,Alive,NA,5.34506,-51.05137,WGS84,creek bed behind Fox Den camp site,Y,Leigh Farm,4,92,4,1,1,NA,Adult,Female,20,525,Y,128.38,106.02,52.44,79.28,131.72,63.06,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,20+ annuli
6/24/2016,AKV,Piedmont Wildlife Center,TERCAR,Fri,13:35:00,Y,Alive,laying eggs since 10:20 am,35.92147,-78.98267,WGS84,made nest at disc golf hole 1,Y,Leigh Farm,3,81,4,1,0,brown,Adult,Female,15,420,Y,122.5,99.7,48.79,71.24,120.03,62.31,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
6/30/2016,BKL,Piedmont Wildlife Center,TERCAR,Thu,13:44:00,N,Alive,NA,35.92287,-78.98227,WGS84,near clay pit by chicken coop,Y,Leigh Farm,4,79,3,1,1,brown,Adult,Female,20,427,Y,115.64,98.44,46.86,71.01,117.87,62.31,mixed pine/hardwood forest,Crushed or damaged carapace,damage at anterior scutes,None detected,NA,None detected,NA,damage at scutes W and X; notch looking mark on scute N; possibly about to lay eggs
7/7/2016,ABQ,Piedmont Wildlife Center,TERCAR,Thu,9:00:00,Y,Alive,NA,5.34375,-51.05082,WGS84,Garden near visitor center,Y,Leigh Farm,4,80,NA,1,1,other (NA),Adult,Male,17,395,Y,120.85,101.03,51.95,71.82,123.77,58.2,other,Crushed or damaged carapace,Severe damage to rear carapace-near tail,None detected,NA,None detected,NA,Found in garden - possibly moved over but healed
7/7/2016,BKO,Piedmont Wildlife Center,TERCAR,Thu,10:00:00,N,Alive,NA,5.34386,-81.05289,WGS84,"Near Mars Hill, behind apts in gamelands",Y,Gamelands,4,82,NA,1,1,brown,Juvenile,Unknown,11,125,Y,82.75,76.02,32.89,48.03,80.92,42.39,hardwood forest,Crushed or damaged plastron,NA,None detected,NA,None detected,NA,NA
7/8/2016,HPV,Piedmont Wildlife Center,TERCAR,Fri,11:16:00,N,Alive,Mating with LOP,35.92807,-78.98337,WGS84,NA,Y,Leigh Farm,4,85.8,0,1,1,bright red,Adult,Male,20,460,Y,137.54,115.31,54.75,83.49,138.24,59.69,mixed pine/hardwood forest,Crushed or damaged carapace,Very worn posterior marginal structures,None detected,NA,None detected,NA,Beautiful markings
7/8/2016,JKM,Piedmont Wildlife Center,TERCAR,Fri,11:01:00,N,Alive,NA,35.92799,-78.98341,WGS84,NA,Y,Leigh Farm,4,85.5,0,1,1,pale red,Adult,Male,20,328,Y,121.02,103.97,47.94,72.96,120.9,55.89,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
7/21/2016,BKL,Piedmont Wildlife Center,TERCAR,Thu,16:28:00,Y,Alive,NA,35.9225,-78.98281,WGS84,"by campers' backpack stand, in stiltgrass",Y,Leigh Farm,4,91,1,1,3,pale red,Adult,Female,20,405,Y,115.01,93.91,47.42,72.8,120.22,60.82,field/forest edge (within 6m of boundry),"Crushed or damaged carapace, Crushed or damaged plastron","chips at the top, chips on plastron",None detected,NA,None detected,NA,number of annuli >20
7/26/2016,AJO,Piedmont Wildlife Center,TERCAR,Tue,11:45:00,Y,Alive,NA,35.92148,-78.98069,WGS84,under boardwalk,Y,Leigh Farm,3,92.1,0,1,1,bright red,Adult,Unknown,18,415,Y,119.42,104.8,51.42,75.99,127.41,60.59,field/forest edge (within 6m of boundry),"Crushed or damaged carapace, Crushed or damaged plastron","July and March chewed off, P and Q dented, plastron worn",None detected,NA,None detected,NA,"Female characteristics: high dome shell, straight back claws, fairly flat plastron; Male characteristics: bright skin, bright red eyes, flared scutes"
7/26/2016,HJR,Piedmont Wildlife Center,TERCAR,Tue,11:45:00,Y,Alive,NA,35.92096,-78.98097,WGS84,NA,Y,Leigh Farm,3,92.1,0,1,1,pale red,Adult,Male,20,510,Y,136.29,110.5,51.27,81.62,132.89,61.47,field/forest edge (within 6m of boundry),Crushed or damaged carapace,front of carapace,None detected,NA,None detected,NA,number of annuli >20
7/26/2016,HIP,Piedmont Wildlife Center,TERCAR,Tue,13:00:00,N,Alive,NA,35.92312,-78.98575,WGS84,next to picnic tables by farmhouse,Y,Leigh Farm,3,91,0,1,1,pale red,Adult,Male,17,315,Y,123.91,99.74,48.41,69.05,117.46,55.79,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
7/27/2016,ALX,Piedmont Wildlife Center,TERCAR,Wed,11:00:00,N,Alive,NA,35.92396,-78.98269,WGS84,mixed forest near creek,Y,Leigh Farm,4,90,3,1,1,brown,Juvenile,Unknown,5,82.8,Y,74.74,62.72,29.86,40.65,70.51,34.3,mixed pine/hardwood forest,"Missing digits, and/or limbs",front left digits missing,None detected,NA,None detected,NA,double rear scutes (double L and M)
7/27/2016,BKL,Piedmont Wildlife Center,TERCAR,Wed,10:00:00,Y,Alive,Found near AOW,35.92211,-78.9817,WGS84,Near forest edge,Y,Leigh Farm,4,90,3,1,1,brown,Adult,Female,20,400,Y,118.48,99.22,47.08,73.3,120.38,57.29,mixed pine/hardwood forest,Crushed or damaged carapace,Anterior,None detected,NA,None detected,NA,NA
7/28/2016,BHK,Piedmont Wildlife Center,TERCAR,Thu,10:30:00,N,Alive,NA,35.92302,-78.98006,WGS84,NA,Y,Gamelands,4,89,0,1,1,brown,Juvenile,Unknown,9,165,Y,95.66,78.08,38.41,56.59,95,47.03,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
8/2/2016,AKL,Piedmont Wildlife Center,TERCAR,Tue,1:40:00,Y,Alive,Behind farmhouse within 5m field forest edge,35.92304,-78.98337,WGS84,Behind farmhouse within 5m field forest edge,Y,Leigh Farm,4,NA,4,1,1,bright red,Adult,Male,17,380,Y,129.77,95.68,47.37,71.38,118.75,59.12,field/forest edge (within 6m of boundry),Crushed or damaged carapace,Warn down carapace near marginal scutes,None detected,NA,None detected,NA,NA
8/2/2016,INW,Piedmont Wildlife Center,TERCAR,Tue,14:30:00,N,Alive,"About to storm, found submerged in puddle",35.92352,-78.98512,WGS84,Puddle in trail,Y,Leigh Farm,4,NA,4,1,1,bright red,Adult,Male,12,338,Y,120.67,90.29,46.4,67.43,113.83,51.93,mixed pine/hardwood forest,Crushed or damaged plastron,Indention and chipped areas,Other,Swollen neck on right side,None detected,NA,NA
8/4/2016,BLM,Piedmont Wildlife Center,TERCAR,Thu,14:30:00,N,Alive,NA,359.86813,-79.36346,WGS84,Sewer Line Near Cabin,Y,Leigh Farm,4,NA,2,1,1,brown,Juvenile,Unknown,4,95,Y,75.85,62.17,29.65,45.64,75.29,36.14,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
8/5/2016,BLP,Piedmont Wildlife Center,TERCAR,Fri,NA,Y,Alive,NA,35.92208,-78.98344,WGS84,NA,Y,Leigh Farm,4,84,NA,1,0,pale red,Adult,Male,13,355,Y,128.85,102.05,47.56,72.78,120.34,58.74,field/forest edge (within 6m of boundry),Skin/soft tissue scars or injuries,"Below eye injury on right cheek, bit of skin missing",None detected,NA,None detected,NA,Put peroxide and honey on injury
8/5/2016,CLM,Piedmont Wildlife Center,TERCAR,Fri,NA,N,Alive,NA,35.9202,-78.98024,WGS84,Camp Circle,Y,Leigh Farm,4,NA,NA,1,0,other (gray),Juvenile,Unknown,2,55,Y,66.1,53.11,26.63,36.51,63.14,30.44,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
8/15/2016,AJN,Piedmont Wildlife Center,TERCAR,Mon,11:00:00,Y,Alive,Found by summer campers,35.92144,-78.98153,WGS84,"Near dry creek bed, by fox den",Y,Leigh Farm,4,91,0,1,17,bright red,Adult,Male,20,320,Y,115.11,93.95,45.9,69.17,115.07,56.11,mixed pine/hardwood forest,"Crushed or damaged carapace, Crushed or damaged plastron",plastron-large/sl. deep previous injury. chewing on all marginal scutes,"Discharge from eyes, mouth, and/or nose (clear/white)",NA,None detected,NA,NA
9/7/2016,ACK,Piedmont Wildlife Center,TERCAR,Wed,12:27:00,Y,Alive,Near Baarred Owls,35.92205,-78.98159,WGS84,Near Bared Owls,Y,Leigh Farm,4,88.1,0,1,5,pale red,Adult,Female,19,240,Y,124.68,102.3,48.92,71.92,120.84,58.47,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,Located right beside AOW. Not sure if mating or fighting. AOW seemed to be mounting...
9/19/2016,MOQ,Piedmont Wildlife Center,TERCAR,Mon,9:45:00,N,Alive,NA,35.92267,-78.98173,WGS84,directly behind Eyrie,Y,Leigh Farm,4,74,4,1,0,brown,Adult,Unknown,15,420,Y,123.49,101.84,50.13,72.18,122.31,65.47,field/forest edge (within 6m of boundry),Crushed or damaged carapace,"chewed on scute W/X, tooth mark on C with some damage to B",None detected,NA,None detected,NA,"flared marginal scutes and very small indention plastron, think female high domed shell, brown eyes, brown legs w/ some yellow"
9/27/2016,JMP,Piedmont Wildlife Center,TERCAR,Tue,13:30:00,N,Alive,NA,35.9247,-78.98516,WGS84,"start of oxgate trail, off outer loop",Y,Leigh Farm,3,70,4,2,0,brown,Adult,Female,20,385,Y,128.03,99.63,51.4,72.54,123.94,57.75,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,extra marginal scutes  double A + X scutes
9/29/2016,AJO,Piedmont Wildlife Center,TERCAR,Thu,12:00:00,Y,Alive,NA,35.92298,-78.98247,WGS84,next to slave cabin by farmhouse,Y,Leigh Farm,4,75,1,1,0,pale red,Adult,Male,20,415,Y,135.14,107.97,52.06,76.19,128.25,60.45,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
9/29/2016,JKO,Piedmont Wildlife Center,TERCAR,Thu,14:00:00,N,Alive,NA,35.92647,-78.98383,WGS84,sewer line between oxgate trail and paw paw,Y,Leigh Farm,3,75,1,1,0,bright red,Adult,Male,20,305,Y,115.68,98.33,45.52,66.1,111.62,55.47,field/forest edge (within 6m of boundry),None seen,wearing of all scutes,"Swollen right ear, Swollen left ear",NA,None detected,NA,wear on all scutes
10/6/2016,BLP,Piedmont Wildlife Center,TERCAR,Thu,14:30:00,Y,Alive,NA,35.922,-78.98297,WGS84,NA,Y,Leigh Farm,4,73,4,1,6,bright red,Adult,Male,16,175,Y,127.7,101.16,54.76,84.72,139.48,61.97,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
10/17/2016,IMO,Piedmont Wildlife Center,TERCAR,Mon,13:00:00,N,Alive,floating with head submerged in water,35.92152,-78.98122,WGS84,NA,Y,Leigh Farm,4,80,0,1,9,brown,Juvenile,Unknown,3,65,Y,69.09,60.74,27.41,37.69,65.1,34.86,stream river,"Missing digits, and/or limbs","Missing right front leg, bone protruding from healed skin.  Neck doesn't extend/has limited movement",None detected,NA,None detected,NA,"Sara picked up out of water, held overnight to monitor"
10/19/2016,ABQ,Piedmont Wildlife Center,TERCAR,Wed,16:45:00,Y,Alive,has double L and M scutes (ABS?),35.92276,-78.9839,WGS84,near cedar circle,Y,Leigh Farm,3,87,0,1,9,other (unknown),Adult,Male,16,380,Y,121.7,100,51.43,73.06,124.49,58.06,mixed pine/hardwood forest,Crushed or damaged carapace,"Missing scutes R, S, T, U, G, H, I, J, Jan, Feb, Oct/Nov, Dec/bottom piece of carapace. Bone exposed.",None detected,NA,None detected,NA,NA
10/19/2016,JMP,Piedmont Wildlife Center,TERCAR,Wed,12:00:00,Y,NA,camp group found,35.92451,-78.98365,WGS84,close to intersection of outer loop and oxgate,Y,Leigh Farm,4,82.9,0,1,10,pale red,Adult,Female,15,420,Y,129.55,98.39,50.7,73.42,124.12,58.37,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
10/27/2016,MOQ,Piedmont Wildlife Center,TERCAR,Thu,11:30:00,Y,Alive,camp group found MOQ while tracking OPQ,35.92299,-78.98204,WGS84,"near chicken coop, near OPQ",Y,Leigh Farm,3,63,1,1,6,other (unknown),Adult,Unknown,17,410,Y,127.32,101.21,56.7,81.42,138.12,64.24,mixed pine/hardwood forest,Crushed or damaged plastron,"missing chunk of carapace on top left scoot (""W"" scoot)",None detected,NA,None detected,NA,NA
10/28/2016,ACL,Piedmont Wildlife Center,TERCAR,Fri,10:14:00,Y,Alive,NA,35.9227,-78.98253,WGS84,on road towards cabin,Y,Leigh Farm,1,60.4,0,1,1,bright red,Adult,Male,30,380,Y,122.94,100.02,49.9,71.4,121.3,57.6,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
11/3/2016,AJN,Piedmont Wildlife Center,TERCAR,Thu,11:00:00,Y,Alive,NA,35.92159,-78.98125,WGS84,bridge near creek south of cabin,Y,Leigh Farm,4,75,0,1,5,bright red,Adult,Male,18,325,Y,115,94,45,68,113,55,mixed pine/hardwood forest,Crushed or damaged plastron,crack and small hole in plastron,None detected,NA,None detected,NA,NA
11/3/2016,BHV,Piedmont Wildlife Center,TERCAR,Thu,11:00:00,Y,Alive,homeschool group found,35.92484,-78.98429,WGS84,outer loop near oxgate trail opening,Y,Leigh Farm,4,75,0,1,5,other (unknown),Adult,Male,10,250,Y,105.13,90.84,46,71,117,55,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
3/29/2017,HIP,Piedmont Wildlife Center,TERCAR,Wed,12:26:00,Y,Alive,NA,35.92345,-78.9818,WGS84,NA,Y,Leigh Farm,4,72,3,1,1,bright red,Adult,Male,18,310,Y,127,100.81,49.56,71.2,120.76,55.25,mixed pine/hardwood forest,Tooth marks on shell,tooth mark on plastron,None detected,NA,None detected,NA,NA
4/26/2017,AJN,Piedmont Wildlife Center,TERCAR,Wed,12:00:00,Y,Alive,NA,35.92156,-78.98205,WGS84,NA,Y,Leigh Farm,3,74,3,1,1,bright red,Adult,Male,19,340,Y,113.62,93.96,44.87,67.61,112.48,55.88,mixed pine/hardwood forest,"Crushed or damaged carapace, Crushed or damaged plastron, Tooth marks on shell",NA,None detected,NA,None detected,NA,flaking marginal scales
6/6/2017,IOX,Piedmont Wildlife Center,TERCAR,Tue,13:21:00,Y,Alive,NA,35.92114,-78.98077,WGS84,sandy disc golf trail by gravel road,Y,Leigh Farm,4,78.9,4,1,0,brown,Adult,Female,20,510,Y,126.26,100.04,51.25,77.71,128.96,69.18,mixed pine/hardwood forest,Crushed or damaged plastron,worn scutes,None detected,NA,None detected,NA,NA
6/14/2017,HIP,Piedmont Wildlife Center,TERCAR,Wed,10:41:00,Y,Alive,NA,35.92365,-78.98193,WGS84,Outer loop 50 meters from boardwalk closest to sewer line.,Y,Leigh Farm,4,83,NA,1,NA,brown,Adult,Male,14,310,Y,123.98,101.62,49.86,70.52,120.38,56.69,mixed pine/hardwood forest,Tooth marks on shell,one tooth mark,None detected,NA,None detected,NA,NA
7/5/2017,JLO,Piedmont Wildlife Center,TERCAR,Wed,9:30:00,Y,Alive,found by camp group,35.9234,-78.98239,WGS84,council oak circle,Y,Leigh Farm,4,78,4,1,0,brown,Adult,Female,16,395,Y,124.28,103.41,49.98,73.31,123.29,59.87,mixed pine/hardwood forest,Other,minor damage,None detected,NA,None detected,NA,NA
7/6/2017,CJK,Piedmont Wildlife Center,TERCAR,Thu,11:00:00,N,Alive,camp found on trail,35.925,-78.98286,WGS84,NA,Y,Leigh Farm,4,85,2,1,0,other (didn't come out of shell),Adult,Female,19,425,Y,121.03,103.98,47.57,76.95,124.52,64.79,mixed pine/hardwood forest,Other,minor healed damage on marginal scutes at bridge,None detected,NA,None detected,NA,didn't come out of shell
7/11/2017,AIQ,Piedmont Wildlife Center,TERCAR,Tue,12:57:00,Y,Alive,NA,35.92223,-78.98121,WGS84,sewer line behind cabin,Y,Leigh Farm,4,88,2,1,5,pale red,Adult,Male,11,375,Y,125.58,98.8,50.33,70.01,120.34,57.97,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
7/21/2017,MNO,Piedmont Wildlife Center,TERCAR,Fri,13:08:00,N,Alive,NA,35.92301,-78.98269,WGS84,in front of enslaved people's cabin,Y,Leigh Farm,4,93.3,2,1,3,brown,Adult,Female,12,485,Y,129.2,104.82,52.59,79.27,131.86,65.09,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
7/25/2017,LMO,Piedmont Wildlife Center,TERCAR,Tue,9:15:00,N,Alive,NA,35.92251,-78.98256,WGS84,80 yards up the road from the cabin,Y,Leigh Farm,4,80.9,0,1,2,brown,Adult,Unknown,15,220,Y,104,85.58,41.23,61.61,102.84,54.8,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
7/25/2017,KOQ,Piedmont Wildlife Center,TERCAR,Tue,12:07:00,N,Alive,NA,35.92413,-78.98394,WGS84,giant fallen oak tree 150 yards off of long bridge on outer loop,Y,Leigh Farm,4,84.3,0,1,2,brown,Juvenile,Unknown,5,130,Y,82.96,68.81,34.68,51.97,86.65,44.32,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
7/25/2017,INP,Piedmont Wildlife Center,TERCAR,Tue,15:15:00,Y,Alive,NA,35.92095,-78.98211,WGS84,NA,Y,Leigh Farm,4,84.5,2,1,2,brown,Adult,Female,20,280,Y,110.83,86.39,42.34,66.25,108.59,57.48,pine forest,"Crushed or damaged carapace, Missing digits, and/or limbs","missing toes on left front foot, missing chunk of X, A, and B scutes",None detected,NA,None detected,NA,found near ACK double L+M scutes; mismarked
7/25/2017,ACK,Piedmont Wildlife Center,TERCAR,Tue,15:15:00,Y,Alive,possibly mating with INO,35.92095,-78.98211,WGS84,NA,Y,Leigh Farm,4,84.2,2,1,2,bright red,Adult,Male,20,411,Y,127.3,103.11,50.86,72.71,123.57,61.26,pine forest,None seen,NA,None detected,NA,None detected,NA,found near INO but not touching
7/27/2017,OPQ,Piedmont Wildlife Center,TERCAR,Thu,11:56:00,Y,Alive,NA,35.92265,-78.98181,WGS84,in ivy plants in front of eyrie,Y,Leigh Farm,5,85.4,3,1,3,brown,Adult,Female,17,390,Y,120.52,100.19,47.58,74.78,122.36,57.65,field/forest edge (within 6m of boundry),"Crushed or damaged carapace, Crushed or damaged plastron, Tooth marks on shell",NA,None detected,NA,None detected,NA,Removed old transmitter. Placed new transmitter on 2nd right costal scute. Measured and weighed before attaching transmitter.
7/28/2017,ALM,Piedmont Wildlife Center,TERCAR,Fri,13:30:00,Y,Alive,NA,35.9209,-78.9769,WGS84,NA,Y,Leigh Farm,5,88,3,1,0,bright red,Adult,Female,20,325,Y,104.23,89.44,41.35,64.59,105.94,56.47,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,"old transmitter removed prior to weighing/measuring, replaced with new transmitter on first right costal scute"
8/2/2017,AOW,Piedmont Wildlife Center,TERCAR,Wed,12:45:00,Y,Alive,NA,35.92206,-78.98146,WGS84,NA,Y,Leigh Farm,5,88,3,1,4,pale red,Adult,Male,20,350,Y,120.81,96.16,49.45,68.26,117.71,53.71,field/forest edge (within 6m of boundry),Crushed or damaged plastron,chipped plastron scute,None detected,NA,None detected,NA,"very active, replaced transmitter; put on first right costal scute. weight and other measurements taken without transmitter attached"
8/2/2017,CHO,Piedmont Wildlife Center,TERCAR,Wed,13:00:00,Y,Alive,NA,35.92132,-78.98188,WGS84,in woods to right of blue disc golf hole,Y,Leigh Farm,5,89,3,1,4,brown,Adult,Female,18,450,Y,121.8,99.45,52.27,74.09,126.36,70.64,mixed pine/hardwood forest,Crushed or damaged carapace,worn scutes on back right side,None detected,NA,None detected,NA,measurements and weight taken without transmitter attached
8/7/2017,JMP,Piedmont Wildlife Center,TERCAR,Mon,10:02:00,Y,Alive,NA,35.92265,-78.98108,WGS84,camp (bluebird circle),Y,Leigh Farm,4,80,4,1,0,brown,Adult,Female,20,395,Y,128.33,100.41,51.68,74.05,125.73,57.71,mixed pine/hardwood forest,None seen,slightly worn plastron scutes,None detected,NA,None detected,NA,"very active, replaced transmitter, put on first right costal scute. weighed and measured without transmitter attached."
8/7/2017,AJN,Piedmont Wildlife Center,TERCAR,Mon,13:30:00,Y,Alive,NA,35.92126,-78.98203,WGS84,by creek bed behind fox circle (camp),Y,Leigh Farm,4,80.9,4,2,0,bright red,Adult,Male,20,335,Y,114.56,88.01,47.75,67.95,115.7,56.07,mixed pine/hardwood forest,"Crushed or damaged carapace, Crushed or damaged plastron, Tooth marks on shell",NA,None detected,NA,None detected,NA,NA
8/7/2017,MNO,Piedmont Wildlife Center,TERCAR,Mon,13:46:00,Y,Alive,NA,35.92148,-78.98196,WGS84,in depression covered with leaves behind fox circle,Y,Leigh Farm,4,83.6,4,2,0,pale red,Adult,Unknown,18,475,Y,125.25,103.61,51.86,78.89,130.75,60.61,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,"reddish brown eyes, flat plastron, couldn't see tail due to the turtle hiding in its shell"
8/8/2017,BMX,Piedmont Wildlife Center,TERCAR,Tue,10:00:00,N,Alive,NA,35.92324,-78.98389,WGS84,NA,Y,Leigh Farm,4,74,4,2,0,pale red,Adult,Male,18,335,Y,117.95,96.29,50.33,69.13,119.46,55,mixed pine/hardwood forest,NA,"worn outer carapace scutes scutes, worn plastron scutes",None detected,NA,None detected,NA,NA
8/8/2017,BWX,Piedmont Wildlife Center,TERCAR,Tue,10:14:00,Y,Alive,NA,35.92463,-78.98393,WGS84,NA,Y,Leigh Farm,5,75,4,2,0,pale red,Adult,Male,20,505,Y,133.59,101.46,53.78,78.78,132.56,62.23,mixed pine/hardwood forest,None seen,teeth marks on anterior of plastron,None detected,NA,None detected,NA,"transmitter replaced, all weights and measurements taken without transmitter attached"
8/9/2017,LOP,Piedmont Wildlife Center,TERCAR,Wed,11:00:00,Y,Alive,NA,35.92837,-78.98311,WGS84,near first house on trenton road at forest edge,Y,Leigh Farm,5,74.1,1,1,1,brown,Adult,Female,20,410,Y,119.43,107.36,51.18,73.38,124.56,59.49,field/forest edge (within 6m of boundry),None seen,worn carapace scutes,None detected,NA,None detected,NA,placed new transmitter on 1st left costal scute; 2015 transmitter was on 1st right costal scute; weight and measurements were taken without transmitter attached
8/10/2017,ACK,Piedmont Wildlife Center,TERCAR,Thu,10:46:00,Y,Alive,NA,35.92045,-78.9819,WGS84,"near mars (hill by apartments), near gamelands but still LFP (info slip in photo should be corrected to LFP)",Y,Leigh Farm,4,77,0,1,2,bright red,Adult,Male,18,425,Y,128.86,100.68,52.11,72.65,124.76,58.03,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
9/13/2017,ACL,Piedmont Wildlife Center,TERCAR,Wed,1:00:00,Y,Alive,Captured in road,35.92264,-78.9826,WGS84,Found on Leigh Farm Road at the curve by the Leigh Farmhouse,Y,Leigh Farm,1,81,1,1,1,bright red,Adult,Male,22,400,Y,125.77,101.6,51.13,71.43,122.56,58.23,pine forest,Crushed or damaged carapace,wearing on rear marginal scutes (H-Q),None detected,NA,None detected,NA,NA
5/8/2018,BCI,Piedmont Wildlife Center,TERCAR,Tue,11:59:00,Y,Alive,NA,35.92384,-78.98379,WGS84,In swamp between inner and outer loop,Y,Leigh Farm,3,71,0,1,2,other (N/A),Adult,Unknown,16,390,Y,114,100,48,71,119,63,forest wetland,Crushed or damaged carapace,"chewed X and A scutes, flaking carapace",None detected,NA,None detected,NA,think male based on flared marginal scutes and indented plastron
5/14/2018,AJO,Piedmont Wildlife Center,TERCAR,Mon,9:50:00,Y,Alive,NA,35.92226,-78.98114,WGS84,sewer line behind cabin,Y,Leigh Farm,3,76,1,1,4,pale red,Adult,Unknown,17,440,Y,115,104.4,47.7,77,124.7,62,field/forest edge (within 6m of boundry),"Crushed or damaged carapace, Crushed or damaged plastron, Tooth marks on shell",flaking of scales,None detected,NA,None detected,NA,"flared marginal scutes, little to no indent, red eyes, orange head"
